"Description","Coverage [%]","# Peptides","Found in Sample: [S4] F4: Sample, w/o sm, w/o Rs, none","Found in Sample: [S10] F10: Sample, w/o sm, w/o Rs, none","Found in Sample: [S12] F12: Sample, w/o sm, w/o Rs, none","Found in Sample: [S14] F14: Sample, w/o sm, w/o Rs, none","Found in Sample: [S16] F16: Sample, w/o sm, w/o Rs, none","Found in Sample: [S24] F24: Sample, w/o sm, w/o Rs, none","Found in Sample: [S27] F27: Sample, w/o sm, w/o Rs, none","Found in Sample: [S28] F28: Sample, w/o sm, w/o Rs, none","Found in Sample: [S53] F53: Sample, w/o sm, w/o Rs, none","Found in Sample: [S38] F38: Sample, w/o sm, with Rs, heavy","Found in Sample: [S39] F39: Sample, w/o sm, with Rs, heavy","Found in Sample: [S40] F40: Sample, w/o sm, with Rs, heavy","Found in Sample: [S41] F41: Sample, w/o sm, with Rs, heavy","Found in Sample: [S42] F42: Sample, w/o sm, with Rs, heavy","Found in Sample: [S44] F44: Sample, w/o sm, with Rs, heavy","Found in Sample: [S47] F47: Sample, w/o sm, with Rs, heavy","Found in Sample: [S48] F48: Sample, w/o sm, with Rs, heavy","Found in Sample: [S49] F49: Sample, w/o sm, with Rs, heavy","Found in Sample: [S5] F5: Sample, w/o sm, with Rs, light","Found in Sample: [S7] F7: Sample, w/o sm, with Rs, light","Found in Sample: [S9] F9: Sample, w/o sm, with Rs, light","Found in Sample: [S11] F11: Sample, w/o sm, with Rs, light","Found in Sample: [S13] F13: Sample, w/o sm, with Rs, light","Found in Sample: [S17] F17: Sample, w/o sm, with Rs, light","Found in Sample: [S23] F23: Sample, w/o sm, with Rs, light","Found in Sample: [S26] F26: Sample, w/o sm, with Rs, light","Found in Sample: [S29] F29: Sample, w/o sm, with Rs, light","Found in Sample: [S6] F6: Sample, with sm, w/o Rs, none","Found in Sample: [S8] F8: Sample, with sm, w/o Rs, none","Found in Sample: [S19] F19: Sample, with sm, w/o Rs, none","Found in Sample: [S20] F20: Sample, with sm, w/o Rs, none","Found in Sample: [S21] F21: Sample, with sm, w/o Rs, none","Found in Sample: [S25] F25: Sample, with sm, w/o Rs, none","Found in Sample: [S31] F31: Sample, with sm, w/o Rs, none","Found in Sample: [S33] F33: Sample, with sm, w/o Rs, none","Found in Sample: [S54] F54: Sample, with sm, w/o Rs, none","Found in Sample: [S35] F35: Sample, with sm, with Rs, heavy","Found in Sample: [S36] F36: Sample, with sm, with Rs, heavy","Found in Sample: [S37] F37: Sample, with sm, with Rs, heavy","Found in Sample: [S43] F43: Sample, with sm, with Rs, heavy","Found in Sample: [S45] F45: Sample, with sm, with Rs, heavy","Found in Sample: [S46] F46: Sample, with sm, with Rs, heavy","Found in Sample: [S50] F50: Sample, with sm, with Rs, heavy","Found in Sample: [S51] F51: Sample, with sm, with Rs, heavy","Found in Sample: [S52] F52: Sample, with sm, with Rs, heavy","Found in Sample: [S1] F1: Sample, with sm, with Rs, light","Found in Sample: [S2] F2: Sample, with sm, with Rs, light","Found in Sample: [S3] F3: Sample, with sm, with Rs, light","Found in Sample: [S15] F15: Sample, with sm, with Rs, light","Found in Sample: [S18] F18: Sample, with sm, with Rs, light","Found in Sample: [S22] F22: Sample, with sm, with Rs, light","Found in Sample: [S30] F30: Sample, with sm, with Rs, light","Found in Sample: [S32] F32: Sample, with sm, with Rs, light","Found in Sample: [S34] F34: Sample, with sm, with Rs, light"
"original description: pep primary_assembly:Lsat_Salinas_v7:2:108492611:108492958:-1 gene:gene-LSAT_2X49441 transcript:rna-gnl|WGS:NBSK|LSAT_2X49441_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",7,1,"Not Found","Not Found","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Late embryogenesis abundant protein 31 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:9:8873759:8874931:-1 gene:gene-LSAT_9X6420 transcript:rna-gnl|WGS:NBSK|LSAT_9X6420_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",5,1,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"swissprot: Putative chloride channel-like protein CLC-g OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:8:88336459:88340120:1 gene:gene-LSAT_8X61440 transcript:rna-gnl|WGS:NBSK|LSAT_8X61440_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Putative chloride channel-like protein CLC-g [Source:Projected from Arabidopsis thaliana (AT5G33280) UniProtKB/Swiss-Prot;Acc:P60300]",1,1,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found"
"swissprot: Serine/arginine-rich splicing factor SR30 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:280303777:280306185:1 gene:gene-LSAT_5X146660 transcript:rna-gnl|WGS:NBSK|LSAT_5X146660_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Serine/arginine-rich splicing factor SR30 [Source:Projected from Arabidopsis thaliana (AT1G09140) UniProtKB/Swiss-Prot;Acc:Q9XFR5]",4,1,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found"
"swissprot: Transmembrane 9 superfamily member 1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:223590645:223595590:-1 gene:gene-LSAT_5X105780 transcript:rna-gnl|WGS:NBSK|LSAT_5X105780_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",2,1,"Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Not Found","Peak Found","Peak Found"
"swissprot: Calcium-dependent lipid-binding protein OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:55456078:55459650:-1 gene:gene-LSAT_4X37541 transcript:rna-gnl|WGS:NBSK|LSAT_4X37541_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",6,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"swissprot: Mitogen-activated protein kinase 16 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:7:92076041:92080742:1 gene:gene-LSAT_7X64441 transcript:rna-gnl|WGS:NBSK|LSAT_7X64441_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",1,1,"High","High","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","High","Peak Found","High","High","High","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","High","High","Peak Found","High","High","High","Peak Found","High","High","Peak Found","High","High","High","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High"
"swissprot: Tetrahydroberberine oxidase OS=Berberis wilsoniae  | original description: pep primary_assembly:Lsat_Salinas_v7:1:7677275:7679110:-1 gene:gene-LSAT_1X6461 transcript:rna-gnl|WGS:NBSK|LSAT_1X6461_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",3,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"original description: pep primary_assembly:Lsat_Salinas_v7:5:136222907:136227198:-1 gene:gene-LSAT_5X60480 transcript:rna-gnl|WGS:NBSK|LSAT_5X60480_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",3,1,"Peak Found","Peak Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Not Found","Peak Found"
"swissprot: Protein IQ-domain 26 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:261740180:261742298:-1 gene:gene-LSAT_5X134280 transcript:rna-gnl|WGS:NBSK|LSAT_5X134280_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",2,1,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","High","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","High"
"swissprot: (S)-coclaurine N-methyltransferase OS=Thalictrum flavum subsp. glaucum  | original description: pep primary_assembly:Lsat_Salinas_v7:7:87773073:87775720:1 gene:gene-LSAT_7X60761 transcript:rna-gnl|WGS:NBSK|LSAT_7X60761_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",3,1,"Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","High","High","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","High","Peak Found","Peak Found","High","Peak Found","High","Not Found","Peak Found","Peak Found"
"swissprot: Kinesin-like protein KIN-14F OS=Oryza sativa subsp. japonica  | original description: pep primary_assembly:Lsat_Salinas_v7:5:221126414:221131827:1 gene:gene-LSAT_5X102121 transcript:rna-gnl|WGS:NBSK|LSAT_5X102121_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",2,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"swissprot: Iron-sulfur protein required for NADH dehydrogenase, mitochondrial OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:329778565:329780542:1 gene:gene-LSAT_5X186520 transcript:rna-gnl|WGS:NBSK|LSAT_5X186520_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP binding protein-like [Source:Projected from Arabidopsis thaliana (AT4G19540) UniProtKB/TrEMBL;Acc:O49472]",8,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"swissprot: Zinc finger CCCH domain-containing protein 14 OS=Oryza sativa subsp. japonica  | original description: pep primary_assembly:Lsat_Salinas_v7:6:70059167:70061401:1 gene:gene-LSAT_6X50740 transcript:rna-gnl|WGS:NBSK|LSAT_6X50740_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",4,1,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
"original description: pep primary_assembly:Lsat_Salinas_v7:8:27481895:27486357:1 gene:gene-LSAT_8X17720 transcript:rna-gnl|WGS:NBSK|LSAT_8X17720_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",1,1,"Not Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Peak Found","Not Found","Not Found","Peak Found","Peak Found"
"swissprot: Dormancy-associated protein 1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:7:28440613:28441797:-1 gene:gene-LSAT_7X20981 transcript:rna-gnl|WGS:NBSK|LSAT_7X20981_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",10,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"original description: pep primary_assembly:Lsat_Salinas_v7:2:172402578:172405292:1 gene:gene-LSAT_2X95061 transcript:rna-gnl|WGS:NBSK|LSAT_2X95061_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",2,1,"Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found"
"swissprot: Serine/threonine-protein kinase 1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:254726223:254731424:-1 gene:gene-LSAT_5X128461 transcript:rna-gnl|WGS:NBSK|LSAT_5X128461_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",4,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"swissprot: Probable indole-3-acetic acid-amido synthetase GH3.1 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:4:326597603:326600034:-1 gene:gene-LSAT_4X162960 transcript:rna-gnl|WGS:NBSK|LSAT_4X162960_mrna gene_biotype:protein_coding transcript_biotype:protein_coding",1,1,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Peak Found","High","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"swissprot: Pentatricopeptide repeat-containing protein At5g39710 OS=Arabidopsis thaliana  | original description: pep primary_assembly:Lsat_Salinas_v7:5:238650565:238654576:-1 gene:gene-LSAT_5X113361 transcript:rna-gnl|WGS:NBSK|LSAT_5X113361_mrna gene_biotype:protein_coding transcript_biotype:protein_coding description:Pentatricopeptide repeat-containing protein At5g39710 [Source:Projected from Arabidopsis thaliana (AT5G39710) UniProtKB/Swiss-Prot;Acc:Q9FIX3]",2,1,"Not Found","Peak Found","Not Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","High","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","High","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Peak Found","Not Found","Peak Found","Peak Found"
